1  11482.9	3.166452e-01	-1.984300e+01	2.983575e+00	2.239231e+00	6.026079e+01	-1.902000e+01	6.197176e-01	6.353767e-02	
1  10775.7	3.773402e-01	-1.976406e+01	2.917004e+00	2.260122e+00	6.021725e+01	-1.902000e+01	5.583546e-01	6.420554e-02	
3  10628.1	3.779600e-01	-1.993426e+01	2.736899e+00	2.263229e+00	6.033580e+01	-1.902000e+01	5.579015e-01	6.403924e-02	
4  10487.4	3.779600e-01	-1.993426e+01	2.736899e+00	2.263229e+00	6.033580e+01	-1.902421e+01	5.579015e-01	6.403924e-02	
1  10284.1	4.121146e-01	-1.979494e+01	2.755499e+00	2.255660e+00	6.021173e+01	-1.902421e+01	5.236914e-01	6.409423e-02	
3  9968.21	4.511088e-01	-1.974137e+01	2.835592e+00	2.274656e+00	6.019671e+01	-1.902421e+01	4.841411e-01	6.465040e-02	
1  9431.07	5.506278e-01	-1.965841e+01	2.807573e+00	2.262446e+00	6.025315e+01	-1.902421e+01	3.850794e-01	6.419321e-02	
2  9351.26	5.200433e-01	-1.972015e+01	2.819421e+00	2.246802e+00	6.042362e+01	-1.902421e+01	4.164541e-01	6.340358e-02	
1  9269.15	5.639399e-01	-1.960118e+01	2.540845e+00	2.272822e+00	6.040270e+01	-1.902421e+01	3.718005e-01	6.416059e-02	
7  9096.39	5.639399e-01	-1.960118e+01	2.540845e+00	2.272822e+00	6.040270e+01	-1.903015e+01	3.718005e-01	6.416059e-02	
5  9036.58	5.507395e-01	-1.941272e+01	2.580521e+00	2.302292e+00	6.048527e+01	-1.903015e+01	3.843704e-01	6.479136e-02	
5  9005.19	5.507395e-01	-1.941272e+01	2.580521e+00	2.302292e+00	6.048527e+01	-1.903123e+01	3.843704e-01	6.479136e-02	
2  8898.31	5.471071e-01	-1.935096e+01	2.656935e+00	2.305194e+00	6.060774e+01	-1.903123e+01	3.881854e-01	6.460917e-02	
5  8816.45	5.869375e-01	-1.939338e+01	2.733665e+00	2.298087e+00	6.068917e+01	-1.903123e+01	3.487211e-01	6.424321e-02	
1  8694.84	5.869375e-01	-1.939338e+01	2.733665e+00	2.298087e+00	6.068917e+01	-1.903562e+01	3.487211e-01	6.424321e-02	
3  8684.21	6.063693e-01	-1.912968e+01	2.879181e+00	2.288741e+00	6.074723e+01	-1.903562e+01	3.296653e-01	6.386740e-02	
2  8509.25	5.968069e-01	-1.903126e+01	2.829576e+00	2.296678e+00	6.093717e+01	-1.903562e+01	3.394115e-01	6.368425e-02	
3  8428.21	5.968069e-01	-1.903126e+01	2.829576e+00	2.296678e+00	6.093717e+01	-1.903864e+01	3.394115e-01	6.368425e-02	
1  8191.53	5.160425e-01	-1.896639e+01	2.951133e+00	2.291044e+00	6.121975e+01	-1.903864e+01	4.209128e-01	6.294828e-02	
2  8188.86	5.292316e-01	-1.876542e+01	2.854282e+00	2.292464e+00	6.119395e+01	-1.903864e+01	4.076327e-01	6.303920e-02	
1  8152.96	5.292316e-01	-1.876542e+01	2.854282e+00	2.292464e+00	6.119395e+01	-1.903994e+01	4.076327e-01	6.303920e-02	
4  8114.75	5.461519e-01	-1.869376e+01	2.868659e+00	2.287158e+00	6.121833e+01	-1.903994e+01	3.909041e-01	6.284752e-02	
1  8108.57	5.907072e-01	-1.873450e+01	2.880717e+00	2.279864e+00	6.128540e+01	-1.903994e+01	3.466805e-01	6.251603e-02	
1  8005.16	5.907072e-01	-1.873450e+01	2.880717e+00	2.279864e+00	6.128540e+01	-1.904392e+01	3.466805e-01	6.251603e-02	
2  7901.46	5.520780e-01	-1.885967e+01	2.939327e+00	2.300605e+00	6.134771e+01	-1.904392e+01	3.848856e-01	6.294041e-02	
3  7881.53	5.818697e-01	-1.864310e+01	2.875103e+00	2.292985e+00	6.141882e+01	-1.904392e+01	3.554415e-01	6.259301e-02	
3  7821.48	5.818697e-01	-1.864310e+01	2.875103e+00	2.292985e+00	6.141882e+01	-1.904626e+01	3.554415e-01	6.259301e-02	
